"world_rank","university_name","national_rank","total_score","alumni","award","hici","ns","pub","pcp","year","lon","lat"
"401-500","Okayama University","15-19",NA,0,0,3.6,10.6,29.6,12.2,2014,133.9222225,34.6873868
"401-500","Oklahoma State University","126-146",NA,0,0,8.6,4.9,28.5,13.7,2014,-97.0737222,36.1270236
"401-500","Osaka City University","15-19",NA,15.8,0,3.6,6.5,21.5,13.9,2014,135.505417,34.5919232
"401-500","Peking Union Medical College","26-32",NA,0,0,0,9.9,32.6,16.2,2014,116.414837,39.911456
"401-500","Polytechnic University of Catalonia","9-12",NA,0,0,5,8.3,28.7,14,2014,2.1132804,41.388004
"401-500","Rush University","126-146",NA,0,0,10.7,6.6,24.7,16.3,2014,-87.6695315,41.8736016
"401-500","Saint Louis University","126-146",NA,0,11.5,5.1,4.6,24.2,11.5,2014,-90.2373647,38.6354092
"401-500","Soochow University","26-32",NA,0,0,0,4.2,39.5,14.4,2014,120.639406,31.3094277
"401-500","State University of New York Health Science Center at Brooklyn","126-146",NA,0,15.4,5.1,7.1,16.3,17.5,2014,-73.9456509,40.655331
"401-500","Stellenbosch University","3-4",NA,0,0,5,5.8,30.2,14.6,2014,18.864447,-33.9328078
"401-500","Stockholm School of Economics","11",NA,0,16.3,0,NA,9.4,37.9,2014,18.0567905,59.3416182
"401-500","Syracuse University","126-146",NA,0,0,8.1,8.1,24.8,13.1,2014,-76.1351158,43.0391534
"401-500","Technical University Darmstadt","31-39",NA,14.9,0,3.6,7.9,27.4,14.3,2014,8.6568726,49.8751004
"401-500","Technical University of Braunschweig","31-39",NA,12.9,0,3.6,9.3,21.3,11.8,2014,10.5297138,52.2734978
"401-500","The Open University","34-38",NA,0,0,6.3,12.9,22.3,13.1,2014,-0.7104769,52.0250914
"401-500","The University of Texas Medical Branch at Galveston","126-146",NA,0,0,13.9,5,22.9,14.2,2014,-94.7775825,29.3112504
"401-500","Tianjin University","26-32",NA,0,0,0,1.5,43.2,16.2,2014,117.1748329,39.1110824
"401-500","Tilburg University","13",NA,0,0,0,NA,28.1,21.2,2014,5.0419736,51.5631406
"401-500","Tokyo University of Science","15-19",NA,0,0,7.1,8.4,22.9,16.3,2014,139.741398,35.699399
"401-500","University College Cork","3",NA,0,0,13.1,7.7,26,14.1,2014,-8.4932738,51.8921099
"401-500","University of Alaska - Fairbanks","126-146",NA,0,0,12.2,11.4,20.9,16.2,2014,-147.8364611,64.8575556
"401-500","University of Arkansas at Fayetteville","126-146",NA,0,0,12.2,6.2,24.4,13.9,2014,-94.1736551,36.0678324
"401-500","University of Arkansas at Little Rock","126-146",NA,0,0,10.7,2.2,24.7,19.8,2014,-92.3393046,34.7222984
"401-500","University of Auvergne","18-21",NA,0,0,7.1,10.9,25.6,16.2,2014,3.0892171,45.7599363
"401-500","University of Bath","34-38",NA,0,0,5.1,11.9,27.5,18.6,2014,-2.3272635,51.3781162
"401-500","University of Bayreuth","31-39",NA,0,0,8.6,14.9,22.7,13.2,2014,11.585831,49.9288196
"401-500","University of Bremen","31-39",NA,0,0,0,13.1,29.6,15,2014,8.85204,53.106758
"401-500","University of Cagliari","13-21",NA,0,0,10.1,3.9,24.4,16.9,2014,9.1149594,39.2175754
"401-500","University of Canterbury","3-4",NA,0,0,3.6,9.2,25.8,19.8,2014,172.5839233,-43.5235375
"401-500","University of Chile","1-2",NA,7.4,0,0,10.1,31.1,15.4,2014,-70.6509277,-33.4445204
"401-500","University of Coimbra","3",NA,0,0,0,8.2,33.9,16.2,2014,-8.4241509,40.2089072
"401-500","University of Eastern Finland","4-5",NA,0,0,12.3,5.3,27.9,14.6,2014,29.744203,62.603598
"401-500","University of Essex","34-38",NA,19.7,0,8.6,1.5,20.1,19.3,2014,-83.0524629,40.0024922
"401-500","University of Ferrara","13-21",NA,0,0,10.1,6.9,25.1,21.3,2014,11.6261625,44.8334234
"401-500","University of Genova","13-21",NA,0,0,7.2,3.1,32.3,17.5,2014,8.9267336,44.4149149
"401-500","University of Graz","4-6",NA,7.4,9.4,0,6.3,19.1,16.3,2014,15.4499126,47.0777872
"401-500","University of Hannover","31-39",NA,0,0,8.6,10.5,24.5,13,2014,9.7196989,52.3829641
"401-500","University of Jena","31-39",NA,0,0,0,8.4,33.8,16.2,2014,11.5898195,50.9295513
"401-500","University of KwaZulu-Natal","3-4",NA,0,0,3.6,9,31,15.2,2014,30.9807272,-29.8674219
"401-500","University of Ljubljana","1",NA,0,0,0,5.2,36.1,14.2,2014,14.5041552,46.0491938
"401-500","University of Maryland, Baltimore County","126-146",NA,0,0,17.4,7.1,17.1,16.8,2014,-76.7111956,39.2551135
"401-500","University of New Hampshire - Durham","126-146",NA,0,0,14.3,10.6,20.9,15.1,2014,-70.9370252,43.138948
"401-500","University of Nice Sophia Antipolis","18-21",NA,0,0,3.6,14.9,25.8,12.1,2014,7.2896737,43.7099458
"401-500","University of Oklahoma - Norman","126-146",NA,0,0,5.1,10.9,28.9,14.2,2014,-97.4457137,35.2058936
"401-500","University of Palermo","13-21",NA,0,0,6.3,6.2,28.6,14.7,2014,13.369838,38.11779
"401-500","University of Parma","13-21",NA,0,0,13.6,5,25.3,18.8,2014,10.3257786,44.8011856
"401-500","University of Pavia","13-21",NA,0,0,5,6.9,31.4,19.9,2014,9.1555362,45.1864597
"401-500","University of Perugia","13-21",NA,0,0,3.6,9.2,28.6,18.1,2014,12.3845423,43.1174882
"401-500","University of Quebec","19-21",NA,0,0,0,9.4,34.7,16.7,2014,-71.2747424,46.7817463
"401-500","University of Regensburg","31-39",NA,0,0,3.6,13.9,28.7,15,2014,12.0945473,48.9986882
"401-500","University of Rennes 1","18-21",NA,0,0,3.6,9.2,28.2,11.1,2014,-1.67296,48.1159299
"401-500","University of Rostock","31-39",NA,0,0,8.6,8,26.4,13.4,2014,12.1035044,54.0755448
"401-500","University of Santiago Compostela","9-12",NA,0,0,7.1,6.2,31.8,13.2,2014,-8.545475,42.8799935
"401-500","University of Science, Malaysia","2",NA,0,0,5,3.8,31.4,15.1,2014,100.3025177,5.3559337
"401-500","University of Surrey","34-38",NA,0,0,8.6,5.1,27.5,18,2014,-0.5904827,51.2423009
"401-500","University of Szeged","2",NA,0,13.3,3.6,5.7,21.6,12.3,2014,20.1461195,46.2501561
"401-500","University of Tennessee Health Science Center","126-146",NA,0,0,12.3,8.4,22.1,12.6,2014,-90.0304635,35.140441
"401-500","University of the Basque Country","9-12",NA,0,0,3.6,6.9,35,12.9,2014,-2.673645,42.838485
"401-500","University of Trieste","13-21",NA,0,0,5,11.5,25.4,20.1,2014,13.7934477,45.658667
"401-500","University of Wyoming","126-146",NA,0,0,3.6,15.5,23.4,16.5,2014,-105.5796706,41.3130972
"401-500","University of Zaragoza","9-12",NA,0,0,7.6,3.8,33.6,13,2014,-0.90034,41.64213
"401-500","Utah State University","126-146",NA,13.9,0,3.6,10.5,23.8,14.7,2014,-111.8097425,41.745161
"401-500","Victoria University of Wellington","3-4",NA,11.8,0,0,8.4,25,18.4,2014,174.7686615,-41.2904017
"401-500","Vienna University of Technology","4-6",NA,0,0,0,10.3,29,22.2,2014,16.3684626,48.1986546
"401-500","Waseda University","15-19",NA,0,0,6.1,7.7,28.1,10.3,2014,139.7208045,35.7092082
"401-500","Wuhan University","26-32",NA,0,0,0,2.7,42.9,12,2014,114.3643219,30.5360485
"401-500","York University","19-21",NA,0,0,0,10.1,30.6,12.4,2014,-79.5018684,43.7734535
"1","Harvard University","1",100,100,100,100,100,100,76.6,2015,-71.1166286,42.3800977
"2","Stanford University","2",73.3,40.7,89.6,80.1,70.1,70.6,53.8,2015,-117.8389422,33.6518297
"3","Massachusetts Institute of Technology (MIT)","3",70.4,68.2,80.7,60.6,73.1,61.1,68,2015,-71.09416,42.360091
"4","University of California, Berkeley","4",69.6,65.1,79.4,66.1,65.6,67.9,56.5,2015,-122.2447958,37.8805941
"5","University of Cambridge","1",68.8,77.1,96.6,50.8,55.6,66.4,55.8,2015,0.1177882,52.2016671
"6","Princeton University","5",61,53.3,93.4,57.1,43,42.4,70.3,2015,-74.6582332,40.3492867
"7","California Institute of Technology","6",59.6,49.5,66.7,49.3,56.4,44,100,2015,-118.125269,34.1376576
"8","Columbia University","7",58.8,63.5,65.9,52.1,51.9,68.8,33.2,2015,-73.9625727,40.8075355
"9","University of Chicago","8",57.1,59.8,86.3,49,42.9,49.8,42,2015,-87.5903039,41.7857416
"10","University of Oxford","2",56.6,49.7,54.9,52.3,51.9,70.9,43.1,2015,-117.8273389,33.6504742
"11","Yale University","9",54.5,47.6,50.4,51,58.8,63,37.8,2015,-90.315018,38.6595336
"12","University of California, Los Angeles","10",50.7,29.5,47.1,52.3,47.2,70.7,31.6,2015,-118.4431764,34.0729489
"13","Cornell University","11",50.5,42,49.8,50.4,45.3,59.9,40.2,2015,-117.8357356,33.6493781
"14","University of California, San Diego","12",48.7,19.2,35.5,56.6,55.1,62.9,36.6,2015,-117.2340135,32.8800604
"15","University of Washington","13",47.8,21.2,31.6,53,51.7,71.9,29.3,2015,-122.3035199,47.6553351
"16","Johns Hopkins University","14",46.3,37.7,33.6,44,44.9,70.2,28.8,2015,-76.6003432,39.3272601
"17","University of Pennsylvania","15",46.1,31.6,33.8,49.6,39.6,67.7,37.4,2015,-90.3149303,38.6736751
"18","University College London","3",44.5,28.1,36.2,38.5,40.6,71.7,32.7,2015,-0.1335692,51.5247063
"18","University of California, San Francisco","16",44.5,0,39.9,46.8,53.5,59.5,34.9,2015,-122.4575489,37.7631333
"20","Swiss Federal Institute of Technology Zurich","1",43.7,29.5,35.5,38.4,45.9,55.7,46.3,2015,8.5476699,47.376313
"21","The University of Tokyo","1",42,30.8,14.1,41.9,48.6,70.8,28.8,2015,139.761989,35.7126775
"22","University of Michigan-Ann Arbor","17",41.7,34.4,0,56.2,41.3,75.9,25.6,2015,-83.7382241,42.2780436
"23","The Imperial College of Science, Technology and Medicine","4",41.5,14.5,35.8,44.2,34.5,62,38,2015,-0.1748772,51.4987997
"24","University of Wisconsin - Madison","18",41.1,30.8,34.8,40.2,35.7,62.5,24.6,2015,-89.4124875,43.076592
"25","University of Toronto","1",40.6,19.9,17.2,38.8,38.6,79.1,29.3,2015,-79.4023299,43.666663
"26","Kyoto University","2",38.9,31.6,37.2,33.6,32.6,59,23.5,2015,135.7680294,35.0116363
"27","New York University","19",38.8,28.1,31.9,35.2,40.3,56.2,23.3,2015,-106.496973,31.777508
"27","Northwestern University","19",38.8,15.4,22.1,50.3,37,58.1,28.8,2015,-87.6197349,41.8954119
"29","University of Illinois at Urbana-Champaign","21",38.6,29.9,36.2,34.9,32.4,55.5,28.6,2015,-88.2271615,40.1019523
"30","University of Minnesota, Twin Cities","22",38.5,29.5,16.3,47.3,32.5,64,26.2,2015,-93.2277285,44.97399
"31","Duke University","23",38,15.4,14.9,50.2,39,61.7,23.9,2015,-117.166351,34.061706
"32","Washington University in St. Louis","24",37.4,22.9,24.9,40.7,41.8,50.5,26,2015,-90.3107962,38.6487895
"33","Rockefeller University","25",36.5,17,59.8,30.3,40.9,19,39.6,2015,-73.9558291,40.7629123
"34","University of Colorado at Boulder","26",36,12.6,34.1,37.1,36,45,34.2,2015,-105.2659417,40.007581
"35","University of Copenhagen","1",35.7,21.8,18.8,28,34,63.2,39.2,2015,121.0990078,14.6064499
"36","Pierre and Marie  Curie University - Paris 6","1",35,33.6,27.4,25.8,29.8,59.2,23.9,2015,2.357499,48.8471036
"37","The University of Texas at Austin","27",34.8,16.2,16.3,38.6,37.5,56,26.6,2015,-97.7340567,30.2849185
"38","University of California, Santa Barbara","28",34.6,14.5,39.1,38.7,27.5,37.3,38,2015,-117.8082831,33.6858022
"39","University of North Carolina at Chapel Hill","29",34.4,8.9,16.3,39.8,33.5,61.2,25.6,2015,-78.9399682,35.9681485
"40","University of British Columbia","2",34.1,15.4,18.8,32.8,32,63,24.2,2015,-123.2459939,49.2606052
"41","The University of Manchester","5",33.6,18.5,32.6,27.1,26.1,56.2,25.6,2015,-2.2338837,53.4668498
"41","University of Paris-Sud (Paris 11)","2",33.6,30.3,54.3,16.8,17.4,47.3,26.6,2015,2.1764839,48.6976847
"43","University of Maryland, College Park","30",32.8,19.2,20,33,31.6,52.7,26.5,2015,-76.9367935,38.9920364
"44","The University of Melbourne","1",32.3,17,13.3,28.6,25.3,66.9,30.2,2015,144.9611738,-37.7963689
"44","The University of Texas Southwestern Medical Center at Dallas","31",32.3,18.5,34.5,31.1,35.6,35.8,22.4,2015,-96.8400459,32.812123
"46","Heidelberg University","1",32.2,19.9,25.3,23.7,29.4,51.7,34.2,2015,-77.576748,43.1700966
"47","The University of Edinburgh","6",32,20.5,24.9,25.8,30.5,51.9,25.9,2015,-3.1892413,55.9445158
"48","Karolinska Institute","1",31.9,22.4,26.6,24.8,23.5,50.8,37.4,2015,18.0214528,59.3494376
"49","University of Southern California","32",31.3,0,31.7,35.6,22.1,53.2,20.3,2015,-117.2914463,34.1036186
"50","University of California, Irvine","33",31,0,29.3,34.3,28.9,45.3,27.5,2015,-117.853022,33.664081
"51","Technical University Munich","2",30.5,34.8,21.6,22.3,23.2,48.3,32.3,2015,11.5678602,48.14966
"52","University of Munich","3",30.3,25.6,19.1,20.3,28.9,50.7,32.6,2015,11.582443,48.150942
"53","Vanderbilt University","34",30.2,15.4,29,28.4,21.8,51,19,2015,-73.7199435,40.7694536
"54","University of Zurich","2",30.1,5.1,24,27.1,29,51.6,25.4,2015,8.5595886,47.3588302
"55","King's College London","7",30,21.2,21,29.5,18.2,54.3,25.6,2015,-0.115997,51.5114864
"56","Utrecht University","1",29.8,22.9,20,29.1,25.4,46,26.9,2015,5.1214201,52.0907374
"57","University of California, Davis","35",29.7,0,0,41,33,58,26,2015,-121.7209826,38.5494919
"58","University of Geneva","3",29.4,27.1,28.2,21.4,27.6,38.1,29.4,2015,6.1011686,46.2247046
"58","University of Oslo","1",29.4,28.1,32.6,15.9,18.2,49.1,26.9,2015,121.0936889,14.6712421
"60","Pennsylvania State University - University Park","36",29.3,10.3,0,41.6,31.6,53.4,22.4,2015,-77.8599084,40.7982133
"61","Carnegie Mellon University","37",29.2,31.6,31.6,28.6,15.2,34.3,34.4,2015,-79.9441368,40.4432289
"61","Purdue University - West Lafayette","37",29.2,13.6,23.1,27.7,25.1,49,22.4,2015,-86.9211946,40.4237054
"61","Uppsala University","2",29.2,17.8,27.4,18.4,24.6,49.8,27.1,2015,17.6300093,59.8509005
"64","McGill University","3",28.5,32.8,0,22.8,27.3,59.3,26.8,2015,-113.9836203,46.8624181
"64","Rutgers, The State University of New Jersey - New Brunswick","39",28.5,10.3,18.8,34.5,24.8,44.6,22.9,2015,-74.4470536,40.5014869
"66","University of Bristol","8",28.3,7.3,16.3,25.7,32.4,45.5,29.3,2015,-2.6259899,51.4771065
"67","The Hebrew University of Jerusalem","1",28.2,32,28.2,19.6,21.5,37.6,29.1,2015,35.2414009,31.7945578
"67","The Ohio State University - Columbus","40",28.2,12.6,0,38.3,22.8,60.9,18.9,2015,-83.0309143,40.0141905
"67","University of Helsinki","1",28.2,12.6,16.3,25.2,22.4,51.8,31.3,2015,-99.1698567,19.3049111
"70","University of Pittsburgh, Pittsburgh Campus","41",28.1,18.5,0,39.8,19.2,59.6,18.3,2015,-79.960835,40.4443533
"71","Ghent University","1",27.8,5.1,13.3,26.9,18.3,57.5,34.5,2015,-123.1884423,49.2669654
"72","Ecole Normale Superieure - Paris","3",27.6,48.9,28,6.2,19.5,26.4,60.5,2015,2.3451689,48.8422058
"73","Aarhus University","2",27.3,11.5,22.1,12.3,25.8,51.8,31,2015,12.1021324,55.695402
"73","Boston University","42",27.3,11.5,11.5,29.1,26.3,49.5,21.8,2015,-0.1852592,51.4925846
"75","Brown University","43",27,14.5,13.3,26.2,25.1,43.6,32.8,2015,-83.9617862,43.514033
"75","University of Groningen","2",27,0,18.8,23,21,52.6,32.7,2015,6.5665018,53.2193835
"77","Nagoya University","3",26.7,29,25.3,16.8,17.7,44.3,23.1,2015,136.967573,35.153491
"77","Stockholm University","3",26.7,24.1,27.4,18.1,19.4,40.4,25.6,2015,-81.5636262,41.4685433
"77","Technion-Israel Institute of Technology","2",26.7,23.5,37.6,15.2,18.3,33.3,28.2,2015,35.0231271,32.7767783
"77","The Australian National University","2",26.7,13.6,19.2,24.8,20.1,45.1,29.1,2015,149.118527,-35.2776999
"77","The University of Queensland","2",26.7,12.6,0,22,24,63.2,29.3,2015,151.9287869,-27.6061106
"82","Leiden University","3",26.5,17.8,9.4,25.7,22,46.9,32.9,2015,4.481357,52.1569487
"83","University of Florida","44",26.2,17,0,30.9,21,58.7,17.3,2015,-80.277027,25.714868
"84","Rice University","45",26,16.2,21.7,28.1,22.8,29.2,34.3,2015,-85.6613123,40.1136943
"85","Osaka University","4",25.7,8.9,0,31.6,26.7,51.7,21.7,2015,-99.1462101,19.2848865
"86","Moscow State University","1",25.3,41.4,33,0,7.7,46.4,31.3,2015,37.5286695,55.7039349
"87","The University of Western Australia","4",24.9,13.6,14.1,24.1,14.5,47.5,28.9,2015,115.8199096,-31.981179
"87","University of Basel","4",24.9,19.2,16.3,17.4,21.4,39.2,35,2015,36.2776484,33.5117629
"87","University of Strasbourg","4",24.9,25.1,28.8,15.9,19,34.6,21.7,2015,-117.7779478,33.6833384
"90","KU Leuven","2",24.7,0,0,30.1,18.6,56.6,30.4,2015,4.7005176,50.8798438
"90","University of Arizona","46",24.7,14.5,0,27.2,27.5,48.4,20.3,2015,-82.4530718,28.067177
"92","University of Warwick","9",24.6,0,29.8,23.7,14,39.3,26.8,2015,-1.563191,52.379411
"93","Arizona State University","47",24.5,0,20,22.2,25.5,42.6,19.1,2015,-111.9339825,33.4205343
"93","University of California, Santa Cruz","47",24.5,0,0,37.9,33.9,29,37.6,2015,-117.3163115,33.981043
"93","University of Utah","47",24.5,0,11.5,26.5,25.5,46.7,18.7,2015,-111.8884532,33.4249307
"96","McMaster University","4",24.4,12.6,18.8,23.2,15.1,44.5,22.5,2015,-81.0261039,34.0026819
"97","University of Bonn","4",24.3,15.4,19.8,17.4,21.1,39.8,25.9,2015,121.1009535,14.6051887
"98","VU University Amsterdam","4",24.2,0,0,27.8,18,55.5,33.3,2015,4.8658302,52.3344753
"99","Michigan State University","50",24,8.9,0,30.7,21.8,50.6,18.9,2015,-83.7333394,42.2752422
"100","Texas A&M University","51",23.9,0,0,34.3,22.7,49.5,20.9,2015,-99.9018131,31.9685988
"101-150","Aix Marseille University","5-6",NA,13.6,0,15.2,20.3,50.1,27.6,2015,5.3591422,43.2922146
"101-150","Baylor College of Medicine","52-65",NA,0,0,23.7,29.2,39.7,19.9,2015,-95.3961698,29.7104397
"101-150","Case Western Reserve University","52-65",NA,30.3,10.9,15.9,19,39.7,22.9,2015,-81.6083838,41.5043413
"101-150","Emory University","52-65",NA,0,0,28.4,22,51.3,18,2015,-80.627626,28.0658079
"101-150","Université libre de Bruxelles (ULB)","3",NA,19.9,26.6,11.3,11.8,32.7,30.4,2015,4.3822222,50.8132068
"101-150","Georgia Institute of Technology","52-65",NA,12.6,0,30.3,22.4,43.2,28.1,2015,-84.3988806,33.7784626
"101-150","Icahn School of Medicine at Mount Sinai","52-65",NA,0,0,26.8,25,36.6,21.5,2015,-73.9534,40.789756
"101-150","Indiana University Bloomington","52-65",NA,10.3,21.6,18.5,21.9,39.6,20.2,2015,-86.5130173,39.1766135
"101-150","London School of Economics and Political Science","10-17",NA,19.9,16.3,15.2,NA,31.2,28.7,2015,-0.1173766,51.5144077
"101-150","Lund University","4",NA,21.2,0,22.5,16.3,49.7,21.2,2015,-87.7106499,41.9722799
"101-150","Mayo Medical School","52-65",NA,0,0,35.4,12.8,46.5,29.5,2015,-92.4666601,44.0225485
"101-150","Monash University","5-7",NA,0,0,18.4,22.6,58.6,25.5,2015,145.1340508,-38.1532011
"101-150","National University of Singapore","1",NA,0,0,19.3,20.3,59.5,32.2,2015,7.4674717,45.7399332
"101-150","Norwegian University of Science and Technology - NTNU","2",NA,13.6,21,10.1,12.9,36.4,20,2015,10.402077,63.419499
"101-150","Peking University","1-4",NA,0,0,11.2,21.5,64,19.5,2015,116.3065393,39.9939231
"101-150","Radboud University Nijmegen","5-7",NA,16.2,0,12.3,19.3,50.4,32.2,2015,5.8372264,51.8125626
"101-150","Seoul National University","1",NA,0,0,12.3,17.9,67.1,23.5,2015,126.952712,37.48121
"101-150","Shanghai Jiao Tong University","1-4",NA,0,0,12.6,10.6,68.5,23,2015,121.4337784,31.0252201
"101-150","Swiss Federal Institute of Technology Lausanne","5",NA,0,0,26.1,29.2,41.8,38.4,2015,6.5667576,46.5190557
"101-150","Technical University of Denmark","3",NA,5.1,11.5,21.1,14.6,39,23.4,2015,9.9785216,57.0149963
"101-150","The University of Glasgow","10-17",NA,7.3,0,24.9,18.5,42.1,22.9,2015,-4.2890699,55.8734218
"101-150","The University of New South Wales","5-7",NA,0,0,20.2,17.8,58.6,23.9,2015,151.2312675,-33.917347
"101-150","The University of Sheffield","10-17",NA,17.8,13.3,18.4,17.5,42.8,21.7,2015,-1.4879469,53.3809409
"101-150","The University of Texas M. D. Anderson Cancer Center","52-65",NA,0,0,28.2,21.4,41.3,32.4,2015,-95.3969227,29.7071429
"101-150","Tohoku University","5",NA,14.5,0,23.9,21,52.2,21.6,2015,140.874074,38.253834
"101-150","Tsinghua University","1-4",NA,10.3,0,10,26.8,63.8,20.2,2015,116.3246671,39.9990443
"101-150","Tufts University","52-65",NA,18.5,16.3,20.1,15.4,34.9,25.7,2015,-71.120482,42.4036848
"101-150","University of Alberta","5-6",NA,11.5,0,23.9,19.2,54.2,22.5,2015,-113.5490268,53.4943212
"101-150","University of Amsterdam","5-7",NA,5.1,0,20.8,18.8,53.3,28.2,2015,4.9470315,52.3561962
"101-150","University of Birmingham","10-17",NA,18.5,9.4,20.8,12.7,44.7,20.5,2015,-1.93668,52.45126
"101-150","University of California, Riverside","52-65",NA,12.6,0,24.7,23.9,32.2,27.5,2015,-117.3280644,33.9737055
"101-150","University of Frankfurt","5-8",NA,30.3,0,19.6,21.2,37.7,25.3,2015,8.6677635,50.1270675
"101-150","University of Freiburg","5-8",NA,18.5,18.8,13,24.4,37.9,25.3,2015,7.8493126,48.0028354
"101-150","University of Goettingen","5-8",NA,30.8,14.9,13.1,20,38.9,25.6,2015,9.9374004,51.5408116
"101-150","University of Leeds","10-17",NA,17,0,18.4,18.4,42.5,19.8,2015,-82.4315563,28.0637104
"101-150","University of Liverpool","10-17",NA,17,13.3,14.9,18.6,41.2,22.5,2015,-2.9655722,53.405936
"101-150","University of Massachusetts Amherst","52-65",NA,13.6,0,32,16.9,35.5,23.2,2015,-72.5267121,42.3911569
